[0000]:[t1] Konfiguracja dla jednostki Abrams: fireIntensity = 2.0, pierwszy strzał za: 9
STAN GRUPY: Jednostka: Abrams | Aktywne: 50/50 | Amunicja: 2500/2500 | Zasięg: 5 |[0000]:[t2] Konfiguracja dla jednostki Abrams: fireIntensity = 2.0, pierwszy strzał za: 9
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0236]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0236]:[t1] Kontynuuje ruch po trasie. Następny krok: (31,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0237]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0237]:[t1] Kontynuuje ruch po trasie. Następny krok: (30,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0238]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0238]:[t1] Kontynuuje ruch po trasie. Następny krok: (29,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0239]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0239]:[t1] Kontynuuje ruch po trasie. Następny krok: (28,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0240]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0240]:[t1] Kontynuuje ruch po trasie. Następny krok: (27,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0241]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0241]:[t1] Kontynuuje ruch po trasie. Następny krok: (26,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0242]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0242]:[t1] Kontynuuje ruch po trasie. Następny krok: (26,00, 9,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0243]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0243]:[t1] Kontynuuje ruch po trasie. Następny krok: (26,00, 10,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0244]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0244]:[t1] Kontynuuje ruch po trasie. Następny krok: (26,00, 11,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0245]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0245]:[t1] Kontynuuje ruch po trasie. Następny krok: (26,00, 12,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0246]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0246]:[t1] Kontynuuje ruch po trasie. Następny krok: (26,00, 13,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0247]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0247]:[t1] Kontynuuje ruch po trasie. Następny krok: (26,00, 14,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0248]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0248]:[t1] Kontynuuje ruch po trasie. Następny krok: (26,00, 15,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0249]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0249]:[t1] Kontynuuje ruch po trasie. Następny krok: (26,00, 16,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0250]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0250]:[t1] Kontynuuje ruch po trasie. Następny krok: (26,00, 17,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0251]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0251]:[t1] Kontynuuje ruch po trasie. Następny krok: (26,00, 18,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0252]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0252]:[t1] Kontynuuje ruch po trasie. Następny krok: (26,00, 19,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0253]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0253]:[t1] Kontynuuje ruch po trasie. Następny krok: (25,00, 19,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0254]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0254]:[t1] Kontynuuje ruch po trasie. Następny krok: (24,00, 19,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0255]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0255]:[t1] Kontynuuje ruch po trasie. Następny krok: (23,00, 19,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0256]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0256]:[t1] Kontynuuje ruch po trasie. Następny krok: (22,00, 19,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0257]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0257]:[t1] Kontynuuje ruch po trasie. Następny krok: (22,00, 18,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0258]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0258]:[t1] Kontynuuje ruch po trasie. Następny krok: (22,00, 17,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0259]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0259]:[t1] Kontynuuje ruch po trasie. Następny krok: (21,00, 17,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0260]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0260]:[t1] Kontynuuje ruch po trasie. Następny krok: (20,00, 17,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0261]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0261]:[t1] Kontynuuje ruch po trasie. Następny krok: (19,00, 17,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0262]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0262]:[t1] Kontynuuje ruch po trasie. Następny krok: (18,00, 17,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0263]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0263]:[t1] Kontynuuje ruch po trasie. Następny krok: (18,00, 16,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0264]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0264]:[t1] Kontynuuje ruch po trasie. Następny krok: (17,00, 16,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0265]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0265]:[t1] Kontynuuje ruch po trasie. Następny krok: (17,00, 15,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0266]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0266]:[t1] Kontynuuje ruch po trasie. Następny krok: (16,00, 15,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0267]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0267]:[t1] Kontynuuje ruch po trasie. Następny krok: (15,00, 15,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0268]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0268]:[t1] Kontynuuje ruch po trasie. Następny krok: (14,00, 15,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0269]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0269]:[t1] Kontynuuje ruch po trasie. Następny krok: (14,00, 14,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0270]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0270]:[t1] Kontynuuje ruch po trasie. Następny krok: (13,00, 14,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0271]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0271]:[t1] Kontynuuje ruch po trasie. Następny krok: (12,00, 14,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0272]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0272]:[t1] Kontynuuje ruch po trasie. Następny krok: (11,00, 14,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0273]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0273]:[t1] Kontynuuje ruch po trasie. Następny krok: (10,00, 14,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0274]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0274]:[t1] Kontynuuje ruch po trasie. Następny krok: (9,00, 14,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0275]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0275]:[t1] Kontynuuje ruch po trasie. Następny krok: (8,00, 14,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0276]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0276]:[t1] Kontynuuje ruch po trasie. Następny krok: (7,00, 14,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0277]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0277]:[t1] Kontynuuje ruch po trasie. Następny krok: (6,00, 14,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0278]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0278]:[t1] Kontynuuje ruch po trasie. Następny krok: (6,00, 13,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0279]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0279]:[t1] Kontynuuje ruch po trasie. Następny krok: (6,00, 12,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0280]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0280]:[t1] Kontynuuje ruch po trasie. Następny krok: (6,00, 11,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0281]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0281]:[t1] Kontynuuje ruch po trasie. Następny krok: (6,00, 10,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0282]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0282]:[t1] Kontynuuje ruch po trasie. Następny krok: (6,00, 9,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0283]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0283]:[t1] Kontynuuje ruch po trasie. Następny krok: (5,00, 9,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0284]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0284]:[t1] Kontynuuje ruch po trasie. Następny krok: (4,00, 9,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0285]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0285]:[t1] Kontynuuje ruch po trasie. Następny krok: (3,00, 9,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0286]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0286]:[t1] Kontynuuje ruch po trasie. Następny krok: (2,00, 9,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0287]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0287]:[t1] Kontynuuje ruch po trasie. Następny krok: (2,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0288]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0288]:[t1] Kontynuuje ruch po trasie. Następny krok: (2,00, 7,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0289]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0289]:[t1] Kontynuuje ruch po trasie. Następny krok: (2,00, 6,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0290]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0290]:[t1] Kontynuuje ruch po trasie. Następny krok: (2,00, 5,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0291]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0291]:[t1] Kontynuuje ruch po trasie. Następny krok: (2,00, 4,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0292]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0292]:[t1] Kontynuuje ruch po trasie. Następny krok: (2,00, 3,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0293]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0293]:[t1] Kontynuuje ruch po trasie. Następny krok: (2,00, 2,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0293]:[t1] Dotarł w pobliże celu. Pozycja celu: (2,00, 2,00), aktualna pozycja: (2,00, 2,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |
